*key;ru;en;fr
*save_load_title_load;
	Загрузка сохранения;
	Load Save;
	Load Save;
*save_load_title_save;
	Сохранение игры;
	Save Game;
	Save Game;
*save_load_slot_0;
	Автосохранение;
	Autosave;
	Autosave;
*save_load_slot_1;
	Слот 1;
	Slot 1;
	Slot 1;
*save_load_slot_2;
	Слот 2;
	Slot 2;
	Slot 2;
*save_load_slot_3;
	Слот 3;
	Slot 3;
	Slot 3;
*save_load_slot_4;
	Слот 4;
	Slot 4;
	Slot 4;
*save_load_slot_5;
	Слот 5;
	Slot 5;
	Slot 5;
*save_load_slot_6;
	Слот 6;
	Slot 6;
	Slot 6;
*save_load_slot_7;
	Слот 7;
	Slot 7;
	Slot 7;
*save_load_slot_8;
	Слот 8;
	Slot 8;
	Slot 8;
*save_load_slot_9;
	Слот 9;
	Slot 9;
	Slot 9;
*save_load_slot_10;
	Слот 10;
	Slot 10;
	Slot 10;
*save_load_empty;
	Пустой слот;
	Empty slot;
	Empty slot;
*save_load_level_gold;
	Ур. {0} • Золото {1};
	Lv {0} • Gold {1};
	Niv {0} • Or {1};
